Project Name,Country,Start Date,Capacity (kt H2/y),Length (km),Investment Cost (MUSD),Source,Date Online,Technology,Capacity Change (Simulated)
Sumitomo Hydrogen Cluster,COL,,30,,5.1976,Production,2027,,1.998568826
Sumitomo Malaysia- H2ornbill,MYS,,649.3381561,,112.5,Production,,Hydropower,1.968774527
Sumitomo Queensland,AUS,,2.5,,0.374826923,Production,2024,Solar PV,1.99989176
"Sun Brilliance West Australia Project, phase 1",AUS,,1662.970602,,288.1152,Production,2025,Others/Various,1.920012039
"Sun Brilliance West Australia Project, phase 2",AUS,,3578.574727,,620,Production,,Others/Various,1.827858693
"Sun Metals Zinc Refinery, phase I",AUS,,1,,0.149930769,Production,2024,Others/Various,1.99996392
"Sun Metals Zinc Refinery, phase II",AUS,,149,,25.81474667,Production,,Others/Various,1.992844132
Sundance Hydrogen,CAN,,252.8089888,,43.8,Production,2028,Others/Various,1.987850227
"Sunfire PtL demo ""Fuel1""",DEU,,0.038,,0.0077964,Production,2012,,4.999989801
Sungas first green methanol facility,USA,,430.6845275,,74.61753,Production,2026,Unknown,6.979293226
SunLine Palms Springs,USA,,2,,0.299861538,Production,2018,,1.999915813
SunLine Transit Agency,USA,,1.5,,0.224896154,Production,2018,,1.999939867
Sunrhyse,FRA,,30,,4.497923077,Production,2025,Solar PV,1.998568826
Suntory Hakushu Distillery and Suntory Minami Alps Hakushu Water Plant,JPN,,16,,2.772053333,Production,2025,Solar PV,1.99924232
Sur hydrogen cluster,OMN,,1300,,225.2293333,Production,2030,Others/Various,1.937473348
Sustainable Energy Authority project,BHR,,4,,0.693013333,Production,,Unknown,6.9998196
Swedish Biofuels/COWI SAF plant,SWE,,59.30028823,,10.2739726,Production,2025,,1.997159287
Swinburne University of Technology Victorian Hydrogen Hub – CSIRO Hydrogen Refuelling Station,AUS,,0.042134831,,0.0073,Production,2023,,1.99999
"Swiss Liquid Future - Elkem, methanol plant",NOR,,819.811573,,138.9473684,Production,,,1.960573617
Synkero synfuels project,NLD,,100,,17.32533333,Production,2027,Unknown,6.995201359
"Synthetic Energy, Idaho",USA,,0.0364,,0.00545748,Production,2008,,1.999989724
Synthetic methane Cameron terminal to Japan,USA,,335.8155718,,58.1811672,Production,2030,Unknown,6.983857056
Szazhalombatta refinery,HUN,,10,,1.499307692,Production,2024,,1.99953096
Take Kair,FRA,,200,,34.65066667,Production,2030,,1.990390692
Taleghan solar hydrogen energy system,IRN,,0.2,,0.034650667,Production,2009,,1.999997595
Tallgras-Kowepo MoU,USA,,1000,,173.2533333,Production,,Others/Various,1.951905351
Tambor Green Hydrogen Hub project,URY,,173.1568416,,30,Production,2030,Others/Various,1.991682027
Tango project,CHL,,255.3848119,,44.24626994,Production,2027,Others/Various,1.987726312
Tango Solar Sinaloa plant,MEX,,808.0652609,,140,Production,,Solar PV,1.961138693
Tapada do Outeiro natural gas power plant ,PRT,,15,,2.5988,Production,2025,Offshore wind,1.999290427
TAQA & Abu Dhabi Ports,ARE,,577.1894721,,100,Production,,Solar PV,1.97224536
Taranto Sustainable Refinery,ITA,,10,,1.499307692,Production,2026,Solar PV,1.99953096
Tarastenjärvi power (Tampere),FIN,,150,,25.988,Production,2027,,1.992796025
"Tarragona Green Chenical complex, phase 1",ESP,,5,,0.866266667,Production,,,1.999771493
"Tarragona Green Chenical complex, phase 2",ESP,,45,,7.7964,Production,,,1.997847226
"Tarragona Green Chenical complex, phase 3",ESP,,20,,3.465066667,Production,,,1.999049893
Tauron CO2-SNG,POL,,0.081,,0.01403352,Production,2019,,1.99999187
Teal Sept-Îles,CAN,,519.6783962,,90.03601441,Production,2029,Hydropower,1.975012027
Tecoil,FIN,,0.7,,0.121277333,Production,2020,,1.999978352
"Tees Green Hydrogen, phase 1",GBR,,7.5,,1.2994,Production,2026,Offshore wind,1.999651227
"Tees Green Hydrogen, phase 2",GBR,,200,,34.65066667,Production,2030,Offshore wind,1.990390692
Tees Green Methanol,GBR,,200,,34.65066667,Production,2030,,1.990390692
Tees Valley Hydrogen Vehicle Ecosystem (HYVE),GBR,,5,,0.866266667,Production,2026,,1.999771493
Tees Valley Hydrogen Vehicle Ecosystem- Riverside terminal ,GBR,,3.16011236,,0.5475,Production,2025,,1.999860004
Tees Valley Transport Hub,GBR,,26,,4.504586667,Production,2026,,1.998761253
Tengger Wind-solar Hydrogen Production Demostration Project,CHN,,122.8826125,,20.827,Production,2025,Others/Various,1.994100553
Terneuzen - VoltH2 - phase I,NLD,,25,,4.331333333,Production,2025,Offshore wind,1.99880936
Terneuzen - VoltH2 - phase II,NLD,,55,,9.528933333,Production,2030,Offshore wind,1.99736616
Terranova Hydrogen,BEL,,2.5,,0.433133333,Production,2025,,1.99989176
Teruel - Endesa,ESP,,15,,2.5988,Production,2028,,1.999290427
TES- Green Energy Hub - Wilhelmshaven Port,DEU,,500,,86.62666667,Production,2028,Unknown,9.975958689
TES Tree Energy Solutions - Oman Project,OMN,,500,,86.62666667,Production,,Unknown,6.975958689
TES Tree Energy Solutions - UAE Project,ARE,,500,,86.62666667,Production,,Unknown,6.975958689
TES-Vig'Hy,FRA,,2.5,,0.433133333,Production,2024,,1.99989176
TGI LOHC,COL,,125.163,,21.68490696,Production,2030,Others/Various,1.993990851
TH2ICINO valley,ITA,,5,,0.749653846,Production,,,1.999771493
The Hydrogen office,GBR,,0.02438,,0.004132092,Production,2010,,1.999989146
The Next Gate - P2X -Europe,DEU,,0.593002882,,0.102739726,Production,2022,,4.999983499
Thermal Power Plant Sostanj,SVN,,0.1,,0.017325333,Production,2000,,1.999992784
"THEUS H2 Energy Storage, Takasago (R&D)",JPN,,0.00364,,0.000545748,Production,2005,,1.999988148
Three Gorges Corp.'s Inner Mongolia project ,CHN,,69,,11.6946,Production,2023,Solar PV,1.996692666
Thüga PtG plant Frankfurt/Main,DEU,,0.3,,0.044979231,Production,2014,,4.999997595
Thurso Hydrogen SIU,GBR,,20,,3.465066667,Production,2028,,1.999049893
Tierra del Fuego green hydrogen project,ARG,,334.7378277,,50.1875,Production,,Onshore wind,1.983908903
"TIWAG Power2X (Phase 1) (within ""Power2X Kufstein"")",AUT,,1,,0.149930769,Production,2025,Hydropower,1.99996392
"TIWAG Power2X (Phase 2) (within ""Power2X Kufstein"")",AUT,,4,,0.693013333,Production,2027,Hydropower,1.9998196
"Tiwi Islands Green Hydrogen Project, phase I",AUS,,372.5,,63.1338913,Production,2027,Solar PV,1.98209229
"Tiwi Islands Green Hydrogen Project, phase II",AUS,,1117.5,,189.4016739,Production,,Solar PV,1.946252817
Tohoku pilot plant in 2003,JPN,,0.0184,,0.00311856,Production,2003,,1.999988858
Tokyu Construction Institute of Technology,JPN,,0.0052,,0.00077964,Production,2018,,1.999988223
"Tomamae Town, Hokkaido",JPN,,0.135,,0.022880739,Production,2017,,1.999994468
Tongji solar hybrid hydrogen refueling station,CHN,,0.1125,,0.019491,Production,2018,Solar PV,1.999993385
Torrent ammonia plant,IND,,182.3432969,,31.591584,Production,2027,,1.991240097
"Toyota Hydrogen Centre, Altona, Victoria",AUS,,0.2,,0.029986154,Production,2021,,1.999997595
TPJ Jesenice,SVN,,0.35,,0.060638667,Production,2000,,1.999995189
"Tra Vinh Green hydrogen project, phase 1",VNM,,528.0208047,,89.49263916,Production,2027,,1.974610701
"Tra Vinh Green hydrogen project, phase 2",VNM,,774.9225432,,134.2579137,Production,,,1.962733079
Trafford Low Carbon Energy Park  - phase 2,GBR,,180,,31.1856,Production,2030,Others/Various,1.991352825
Trafford Low Carbon Energy Park - phase 1,GBR,,10.5,,1.81916,Production,2026,Others/Various,1.999506907
"Trailblazer - Siemens-Air Liquide Oberhausen, Phase 1",DEU,,20,,2.998615385,Production,2024,Unknown,9.999049893
"Trailblazer - Siemens-Air Liquide Oberhausen, Phase 2",DEU,,10,,1.499307692,Production,2025,Unknown,9.99953096
trans,GBR,,5,,0.866266667,Production,2026,,1.999771493
Trecwn Green Energy Hub ,GBR,,15,,2.5988,Production,2026,Others/Various,1.999290427
Tree Energy Solutions (TES) - TotalEnergies TX plant (Live Oak),USA,,500,,86.62666667,Production,2029,,1.975958689
"Troia,  STORE&GO",ITA,,0.2,,0.029986154,Production,2018,,1.999997595
Trzebinia refinery,POL,,2.020163152,,0.35,Production,2021,,1.999914843
Turn2X - Extremadura,ESP,,2,,0.299861538,Production,2023,,1.999915813
TW Solar Sucre,COL,,3000,,449.7923077,Production,2030,Others/Various,1.855692
Twelve Moses Lake SAF project,USA,,0.833084501,,0.124905,Production,2024,Unknown,6.99997195
Tyseley Energy Park refuelling hub Birmingham,GBR,,3,,0.449792308,Production,2021,Others/Various,1.999867707
UCSC project,CHL,,0.025,,0.004331333,Production,2024,Others/Various,1.999989176
Uganda H2-based fertiliser project,UGA,,115.4378944,,20,Production,2029,,1.994458693
Ulanqab Wind Solar Hydrogen and Ammonia Integrated Demostration project,CHN,,148.3376943,,25.7,Production,2024,Others/Various,1.992875993
Umwelt e-fuels plant ,IND,,220.8638602,,38.2654,Production,,Others/Various,1.989387001
Unamed Walia-Green Capital project,ESP,,50,,8.662666667,Production,,,1.997606693
Undergorund Sun Storage 2030,AUT,,2,,0.299861538,Production,2023,,1.999915813
Underground Sun Conversion,AUT,,0.6,,0.101692174,Production,2018,Solar PV,1.999983163
Underground Sun Storage 2030,AUT,,2,,0.299861538,Production,2023,Others/Various,1.999915813
"Unigel, phase I",BRA,,60,,10.16921739,Production,2024,Onshore wind,1.997125626
"Unigel, phase II",BRA,,180,,30.50765217,Production,2025,Onshore wind,1.991352825
"Unigel, phase III",BRA,,360,,62.3712,Production,2027,Unknown,6.982693623
Uniper Killingholme site,GBR,,100,,17.32533333,Production,2025,Offshore wind,1.995201359
"Uniper Maasvlakte, phase I",NLD,,100,,14.99307692,Production,2028,Offshore wind,1.995201359
"Uniper Maasvlakte, phase II",NLD,,400,,69.30133333,Production,2030,Offshore wind,1.980769356
UpHy,AUT,,10,,1.499307692,Production,2024,,1.99953096
UPM Kymmene Biorefinery Green Hydrogen production​,FIN,,20,,3.465066667,Production,2025,,1.999049893
"Urbaser methanol plant, phase 2",ESP,,154.6047022,,26.78578,Production,2028,Unknown,6.992574508
Utilitas ELY,EST,,0.212405726,,0.036,Production,2025,Solar PV,1.999998191
Utsira Island,NOR,,0.048,,0.008135374,Production,2004,,1.999990282
Val d'Hygo (Occitanie H2 Corridor),FRA,,5,,0.749653846,Production,2023,,1.999771493
Valle H2 Navarra project,ESP,,25,,3.8982,Production,2026,,1.99880936
Valle Peligna Green Hydrogen Project,ITA,,30,,4.497923077,Production,2025,Others/Various,1.998568826
Vallée Hydrogène Grand Ouest (VHyGO) - Dieppe,FRA,,0.5,,0.086626667,Production,2028,Unknown,6.999987973
Vallée Hydrogène Grand Ouest (VHyGO) - EffiH2,FRA,,1,,0.173253333,Production,2022,Unknown,6.99996392
Vallée Hydrogène Grand Ouest (VHyGO) - H2 Ouest (Phase 1),FRA,,0.75,,0.127115217,Production,2021,Unknown,6.999975947
Vallée Hydrogène Grand Ouest (VHyGO) - H2 Ouest (Phase 2),FRA,,1.75,,0.296602174,Production,2024,Unknown,6.99992784
Vallée Hydrogène Grand Ouest (VHyGO) - Saint-Nazaire,FRA,,1.5,,0.25988,Production,2023,Offshore wind,1.999939867
Vanadis Fuels - Phase 1,FIN,,309.2094043,,53.57156,Production,2029,,1.98513699
Vanadis Fuels - Phase 2,FIN,,132.5183161,,22.95924,Production,2029,,1.993637011
Vantaa-Wartsila methanation,FIN,,20,,3.465066667,Production,2025,Onshore wind,1.999049893
Vårgårda Bostäder housing complex,SWE,,0.276,,0.0467784,Production,2019,Solar PV,1.999998749
Vätgas Ljungby,SWE,,2,,0.346506667,Production,2025,Unknown,6.999915813
"Vena Energy Queensland project, phase 1",AUS,,50,,8.662666667,Production,2027,,1.997606693
"Vena Energy Queensland project, phase 2",AUS,,350,,60.63866667,Production,2030,,1.98317469
Vendée hydrogène,FRA,,3.4,,0.589061333,Production,,,1.999848464
"Vestenskov/ Nakskov Industrial and Environmental Park, Lolland",DNK,,0.0832,,0.01247424,Production,2007,,1.999991976
Vhya Lorraine,FRA,,9,,1.55928,Production,2026,,1.999579067
Vientos Magallanicos,CHL,,840,,145.5328,Production,2030,Onshore wind,1.959602419
Viker/Borg Hydrogen,NOR,,5,,0.866266667,Production,2030,,1.999771493
Villa Lisa ,PRY,,0.421348315,,0.073,Production,,,1.999991757
Villarasa hydrogen project,ESP,,15.62259504,,2.706666667,Production,2026,Solar PV,1.999260476
Visakhapatnam H2,IND,,15.88789968,,2.752631579,Production,2025,Unknown,6.999247713
VISION 2025,GRC,,10,,1.732533333,Production,2025,Solar PV,1.99953096
Vision Tongliao Wind-Solar Power to Hydrogen-Ammonia-Methanol Integration Project,CHN,,331.2957904,,57.3981,Production,,Others/Various,1.984074488
Vitry H2,FRA,,2,,0.338973913,Production,2025,,1.999915813
Viva Energy HRS,AUS,,2.434456929,,0.365,Production,2024,,1.999894913
Vlissingen - VoltH2 - phase I,NLD,,25,,4.331333333,Production,2025,Offshore wind,1.99880936
Vlissingen - VoltH2 - phase II,NLD,,75,,12.994,Production,2030,Offshore wind,1.996404026
Volta project,CHL,,1004.711566,,174.0696279,Production,2027,Solar PV,1.951678693
Voltalia plant at Pecem Industrial complex - Phase 1,BRA,,1000,,173.2533333,Production,2030,,1.951905351
Voltalia plant at Pecem Industrial complex - Phase 2,BRA,,1000,,173.2533333,Production,2032,,1.951905351
VoltH2 - Delfzijl,NLD,,50,,8.662666667,Production,2026,Offshore wind,1.997606693
Vordingborg biofuels,DNK,,220.8638602,,38.2654,Production,2025,Others/Various,1.989387001
Votalia - Taqa Arabia -phase 1,EGY,,500,,86.62666667,Production,2030,Others/Various,1.975958689
Votalia - Taqa Arabia -phase 2 ,EGY,,500,,86.62666667,Production,2032,Others/Various,1.975958689
VTT Bio economy+,FIN,,0.025,,0.003748269,Production,2019,,1.999989176
Waaree Odisha plant,IND,,2494.456302,,432.1728691,Production,,Unknown,6.880012027
Waaree Renewable Technologies H2,IND,,8.311528398,,1.44,Production,2024,Unknown,6.999612187
Waawaata Green Hydrogen,COL,,1400,,209.9030769,Production,2032,Others/Various,1.932662681
Wallonia e-methane project,BEL,,75,,12.71152174,Production,2025,Others/Various,1.996404026
Wally - Walmart Quilicura forklifts,CHL,,0.6,,0.089958462,Production,2023,Solar PV,1.999983163
Wasserstoffpark Lingen,DEU,,1500,,259.88,Production,2035,Offshore wind,4.927852013
Wasserstoffproduktion Ostschweiz AG,CHE,,2,,0.346506667,Production,2022,Unknown,6.999915813
WBPDCL Durgapur H2,IND,,46.17515777,,8,Production,2027,Unknown,6.997790693
We-4-PUR,DEU,,25,,4.331333333,Production,,Others/Various,4.99880936
Welspun ammonia project,IND,,1721.442285,,298.245614,Production,2029,,1.917199161
Wenger Engineering Bremerhaven,DEU,,1.3,,0.225229333,Production,,Onshore wind,4.999949488
West South Wales Hydrogen Project,GBR,,20,,3.465066667,Production,2026,Unknown,6.999049893
Western Green Energy Hub,AUS,,41574.2717,,7202.881152,Production,2029,Others/Various,1.20E-05
Western Sahara hydrogen project,MAR,,8000,,1386.026667,Production,2028,Unknown,6.615158622
Westkuste 100 (Phase 2),DEU,,670,,113.5562609,Production,2028,Others/Various,4.967780554
White Dragon,GRC,,2885.94736,,500,Production,2029,Others/Various,1.861178693
White Dunes - Western Sahara hydrogen project -phase 1,MAR,,1000,,173.2533333,Production,2028,Others/Various,1.951905351
White Dunes - Western Sahara hydrogen project -phase 2,MAR,,7000,,1212.773333,Production,2030,Others/Various,1.663265298
"White Martins Jacareí, São Paulo",BRA,,5,,0.866266667,Production,2025,,1.999771493
White Martins Pernambuco,BRA,,0.900415576,,0.156,Production,2022,Solar PV,1.999968711
Whitelee Green Hydrogen Facility- Green Hydrogen for Glasgow (Phase 1),GBR,,7.1,,1.064508462,Production,2026,Onshore wind,1.999670469
Whitelee Green Hydrogen Facility- Green Hydrogen for Glasgow (Phase 2),GBR,,13,,1.9491,Production,2028,Onshore wind,1.99938664
Wick Hydrogen SIU,GBR,,20,,3.465066667,Production,2028,,1.999049893
Wien Energie -  Simmering,AUT,,3,,0.51976,Production,2024,,1.999867707
Wigan Green Hydrogen,GBR,,20,,3.465066667,Production,2026,,1.999049893
Wilhelmshaven - VoltH2,DEU,,100,,17.32533333,Production,2027,Offshore wind,4.995201359
"Wilhelmshaven , phase 1",DEU,,70,,12.12773333,Production,2025,Unknown,9.996644559
"Wilhelmshaven , phase 2",DEU,,340,,58.90613333,Production,2030,Unknown,9.983655757
"Wilhelmshaven , phase 3",DEU,,590,,102.2194667,Production,,Unknown,9.971629088
Wilton International Industrial Zone green hydrogen (Wilton Green Hydrogen),GBR,,260,,45.04586667,Production,2028,,1.987504291
Wind power coupled biomass green methanol integration Project  - Phase I,CHN,,331.2957904,,57.3981,Production,,Onshore wind,1.984074488
Wind to Gas Südermarsch,DEU,,2.4,,0.359833846,Production,2019,Onshore wind,4.999896571
Wind2H2 Project NREL,USA,,0.04,,0.006779478,Production,2007,Onshore wind,1.999989898
"Wind2Hydrogen, HyCentA",AUT,,0.1,,0.014993077,Production,2015,,1.999992784
WindGas Falkenhagen,DEU,,2,,0.338973913,Production,2013,Onshore wind,4.999915813
WindGas Hamburg-Reitbrook,DEU,,1.5,,0.224896154,Production,2015,Onshore wind,4.999939867
"Windgas Haurup, 1st phase",DEU,,0.225,,0.033734423,Production,2018,Onshore wind,4.999998797
"Windgas Haurup, 2nd phase",DEU,,1,,0.149930769,Production,2020,Onshore wind,4.99996392
Wind-H2 Village Prince Edward Island,CAN,,0.3,,0.050846087,Production,2009,,1.999997595
Wind-solar Energy coupled biomass to green methanol project,CHN,,1104.319301,,191.327,Production,,Others/Various,1.946886896
WinPower - PtX Sines project,PRT,,160,,27.72053333,Production,2030,,1.992314959
WIVA P&G Hydrogen Region,AUT,,21.06741573,,3.65,Production,2025,Others/Various,1.998998543
Woikoski Kokkola H2 plant,FIN,,9,,1.525382609,Production,2014,,1.999579067
Woodside H2OK,USA,,290,,49.15121739,Production,2025,,1.986061091
Wunsiedel Energy Park (Phase 1),DEU,,8.8,,1.319390769,Production,2022,Others/Various,4.999588688
Wunsiedel Energy Park (Phase 2),DEU,,26.67898004,,4,Production,,Others/Various,4.99872859
Wuppertal refuelling station,DEU,,2.5,,0.374826923,Production,2020,Others/Various,4.99989176
Wyhlen hydroelectric power plant,DEU,,1.3,,0.220333043,Production,2020,Hydropower,4.999949488
"Wyhlen hydroelectric power plant, expansion",DEU,,4.248114514,,0.72,Production,2025,Hydropower,4.999807664
Xcel Energy's Minnesota nuclear plant,USA,,0.24,,0.049240421,Production,2024,,1.999999519
Xinjiang Qitai Intelligent Energy Equipment Industrial Park Project,CHN,,496.9436855,,86.09715,Production,,Onshore wind,1.976105718
Yanqing Hydrogen Energy Industrial Park,CHN,,6.816479401,,1.022,Production,2023,Unknown,6.999684109
Yarwun alumina refinery,AUS,,2.5,,0.433133333,Production,2025,,1.99989176
Yellow Sea,CHN,,2000,,346.5066667,Production,,Others/Various,1.903798676
Yokohama City Wind Power Plant (Hama Wing),JPN,,0.52,,0.077964,Production,2017,,1.999987011
"Yuanbao Energy Inner Mongolia e-methanol project, phase 1",CHN,,773.0235109,,133.9289,Production,2027,Others/Various,1.962824435
"Yuanli Energy 700,000 tons/year Green methanol Demonstration Project",CHN,,773.0235109,,133.9289,Production,,,1.962824435
"Yushu 150,000 tons green hydrogen coupled biomass to methanol project",CHN,,165.6478952,,28.69905,Production,,,1.992043257
Zeeland Refinery - H2ero,NLD,,150,,25.988,Production,2026,Unknown,6.992796025
ZEHUS,ITA,,4,,0.677947826,Production,2026,Others/Various,1.9998196
Zenid Initiative,NLD,,1.456498307,,0.252343187,Production,2026,,1.999941959
Zephyros project,NLD,,2,,0.346506667,Production,2028,,1.999915813
Zero Emission Mobility Corridor,SVN,,34,,5.890613333,Production,2026,Unknown,6.9983764
Zero Emission Valley (ZEV) - Clermont Ferrand,FRA,,2,,0.338973913,Production,2023,,1.999915813
Zero Emission Valley (ZEV) - Le Cheylas,FRA,,5,,0.866266667,Production,2025,Unknown,6.999771493
Zheneng-DSIC 10K Ton-Scale Green Methanol Project,CHN,,11.04319301,,1.91327,Production,2024,Onshore wind,1.999480775
Zheneng-DSIC 500K Ton-Scale Green Methanol Project,CHN,,541.1164576,,93.75023,Production,,Onshore wind,1.973980713
Zhongneng Construction Heilongjiang Million-ton Green Hydrogen to Green Methanol Production Project,CHN,,1104.319301,,191.327,Production,,,1.946886896
"Zhongyuan Oil Field MW-Scale Renewable P2G, phase 1",CHN,,2.421917808,,0.36312,Production,2022,Others/Various,1.999895516
"Zhongyuan Oil Field MW-Scale Renewable P2G, phase 2",CHN,,29.03926941,,4.35388,Production,,Onshore wind,1.998615044
Zijing Mining Renewable energy project,SRB,,346.3136832,,60,Production,2028,Others/Various,1.983352027
Zorzal Project,CHL,,1.264044944,,0.219,Production,,Others/Various,1.999951218
